Localidad;Tipo de propiedad;Direccion
BARRIOS UNIDOS;EDIFICIO;KR65B#75-62 APOLO 94 Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL99#48-06 QUIRON Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL77#29-51 ESTRELLA DE OCCIDENTE Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR20#80-57 VIVIENDAS GUADALUPE Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL96#47-21 LA  CASTELLANA  Bogota Colombia
BARRIOS UNIDOS;CONJUNTO RESIDENCIAL;AK24#87-15 CINCO ESTRELLAS  Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL65#30-38 VIA 30 Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR62#99-80 PATTY II Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL73#20-22 DERBY Bogota Colombia
BARRIOS UNIDOS;CENTRO COMERCIAL;TV55#98A-66 ISERRA 100 Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL75#65B-35 SAN FERNANDO Bogota Colombia
BARRIOS UNIDOS;CONJUNTO RESIDENCIAL;KR58#80-45 ENTRE RIOS UNIDAD NUEVA 9  PROPIEDAD HORIZONTAL  Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR66#75A-90 ACROPOLIS Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL67#30-29 MORELLA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR36A#63C-70 CENTRAL PARK Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR49A#94-72 EMPRESARIAL CASTELLANA 94 Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR65#97-40 BALCONES DE SAN PEDRO Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL94A#47-80 RONDEROS PINZON Bogota Colombia
BARRIOS UNIDOS;UNIDAD RESIDENCIAL;AC20#83A-25  COLPATRIA Bogota Colombia
BARRIOS UNIDOS;CONDOMINIO;KR24#80-80 PORTAL DEL POLO Bogota Colombia
BARRIOS UNIDOS;CONJUNTO RESIDENCIAL;KR45A#65-11 EL RINCON DEL SALITRE UIC Bogota Colombia
BARRIOS UNIDOS;CONJUNTO RESIDENCIAL;KR67#94A-78 VIZCAYA 1 Y 2 ETAPA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR50B#64A-18 EMAR  Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR60D#99-56 ANGEL MARIA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL71#14-12 EL CARACOL Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR49B#91-67 LAURA VICTORIA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR46#91-64 PARARELA 91 Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL67F#65A-74 MIRADOR DEL SALITRE Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR21#82-83 BRASILIA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;AV13#88-07 EL  VIRREY  SIETE Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;AK20#73-71 RESIDENCIAS SAN FELIPE Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR23#63D-11 ESQUINA 63D Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR48#91-64 BALCONES DE LA CASTELLANA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL64A#30-20 SAN MIGUEL 64 Bogota Colombia
BARRIOS UNIDOS;CONJUNTO RESIDENCIAL;AC80#60-95 ENTRE RIOS UNIDAD TRES Bogota Colombia
BARRIOS UNIDOS;EDIFICIO MULTIFAMILIAR;KR51#65-46 ELITE 65 Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR24#83A-14 EL POLO Bogota Colombia
BARRIOS UNIDOS;CONJUNTO RESIDENCIAL;AC80#58-84  ENTRE RIOS UNIDAD SEIS Bogota Colombia
BARRIOS UNIDOS;CONJUNTO RESIDENCIAL;AC80#62-84 UNIDAD CUATRO Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR24#63D-70 UNIDAD DE PROFESIONALES SIETE DE AGOSTO Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL78A#61-45 SAN JOSE Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL83Bis#23-51 POLO CLUB Bogota Colombia
BARRIOS UNIDOS;CONJUNTO;DG86A#31-50 MULTIFAMILIAR EL POLO  Bogota Colombia
BARRIOS UNIDOS;CONJUNTO RESIDENCIAL;KR54#64A-4555 PARQUE CENTRAL SALITRE ETAPAS I Y II PH Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR47A#95-56 KING DAVID CASTELLANA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO RESIDENCIAL;CL70A#15-59AP EDIFICIO DYNASTY CALLE 70 Y 70 A Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR15#69-62 OMEGA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR19A#63C-28 BETANIA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL77#63-40 NAHARA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO MULTIFAMILIAR RESIDENCIAL;CL76#58-32EDMULTIFAMILIARVELCASSAI EDIFICIO MULTIFAMILIAR VELCASSA I Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR62#99-54 ANDES 99 Bogota Colombia
BARRIOS UNIDOS;APARTAMENTOS;CL79#55A-22 EDIFICIO ANTARES  PROPIEDAD HORIZONTAL Bogota Colombia
BARRIOS UNIDOS;CONJUNTO RESIDENCIAL;KR29#77-45 SIERRA LIMA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL67#50B-46 LA QUILLA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR23#63B-05 EQUILIBRIO I Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR22#82A-19IN1 EL RINCON DEL POLO Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR46#93-93 AGRUPACION FAMILIAR JOSE LUIS  Bogota Colombia
BARRIOS UNIDOS;CONJUNTO RESIDENCIAL;KR56B#65-62 PORTAL DE LOS PARQUES II Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR49#94-18 CASTELLANA 94 Bogota Colombia
BARRIOS UNIDOS;CONJUNTO RESIDENCIAL;KR67#97-02 CONJUNTO RESIDENCIAL VIZCAYA 2 Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR33#94-44 CASTELLANA 94 Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR57C#65A-16 EL RINCON DEL SALITRE Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR51#67A-18 BLAU Bogota Colombia
BARRIOS UNIDOS;CONJUNTO;TV56A#74-30 CONJUNTO MULTIFAMILIAR DOCE DE OCTUBRE Bogota Colombia
BARRIOS UNIDOS;AGRUPACIÓN DE VIVIENDA;KR66#76-46 METROPOLIS UNIDAD 6 Bogota Colombia
BARRIOS UNIDOS;EDIFICIO RESIDENCIAL;CL88#22-68 EDIFICIO ARIEL OSSA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR47A#96-41AD BUSINESS POINT  Bogota Colombia
BARRIOS UNIDOS;CONJUNTO;CL100#49-85CJ RESIDENCIAL ESCOCIA Bogota Colombia
BARRIOS UNIDOS;AGRUPACIÓN DE VIVIENDA MULTIFAMILIAR;KR66#67D-05 EDICIO OTILIA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;DG85A#33-87 WESTELL Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR23#83-41 BALCONES DEL POLO CLUB Bogota Colombia
BARRIOS UNIDOS;COPROPIEDAD;KR23#63-77 EDIFICIO ROMA  Bogota Colombia
BARRIOS UNIDOS;EDIFICIO RESIDENCIAL;KR24#63A-42 EDIFICIO ECHEVERRY I Bogota Colombia
BARRIOS UNIDOS;MULTIFAMILIAR;KR65#79A-80 SIMON BOLIVAR Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR20B#75-20 PLAZA DE LOS HEROES  Bogota Colombia
BARRIOS UNIDOS;UNIDAD RESIDENCIAL;CL100#49-83 EL FARO Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR45#93-95 BUSSINES CENTER  Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL66#30-12 EDIFICIO ZAYTON PROPIEDAD HORIZONTAL Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL94A#47-46 CASTELLANA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL83#22A-24 SEIS POLO CLUB  Bogota Colombia
BARRIOS UNIDOS;UNIDAD RESIDENCIAL;TV30#82A-31 CENTRO COLOMBIA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR23#63A-40 MARTHA LUCIA  Bogota Colombia
BARRIOS UNIDOS;UNIDAD RESIDENCIAL;TV22#79-07 LAS MONJAS Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR63#98-46 ANDES PLAZA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL98A#51-72 ARIMETRIA PROPIEDAD HORIZONTAL Bogota Colombia
BARRIOS UNIDOS;EDIFICIO MULTIFAMILIAR RESIDENCIAL;KR65B#75-54 TERRASOLE II METROPOLIS PH Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR46#94-72 LA CASTELLANA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;AC72#20-03 AVENIDAS Bogota Colombia
BARRIOS UNIDOS;EDIFICIO MULTIFAMILIAR;CL79#62-27 ZEUS Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR14A#71A-23 ALCAZAR  Bogota Colombia
BARRIOS UNIDOS;CONJUNTO RESIDENCIAL;KR58#80-25 ENTRE RIOS UNIDAD 8 Bogota Colombia
BARRIOS UNIDOS;EDIFICIO RESIDENCIAL;CL72A#64-63 SANTORINI 72 Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL67F#66-25 EL TREBOL II Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR50A#65-59 LUCES DE SAN MIGUEL Bogota Colombia
BARRIOS UNIDOS;EDIFICIO MULTIFAMILIAR;CL75ABis#57B-70 JUMEIRAH Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;KR46#91-85 RINCON DE LA CASTELLANA Bogota Colombia
BARRIOS UNIDOS;EDIFICIO;CL63C#30-42 LULOS I  Bogota Colombia
BOSA;CONJUNTO;CL50SUR#93D-38CJ PORVENIR RESERVADO 7 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL55SUR#104-48 ALAMEDA DEL PORVENIR PRIMERA ETAPA Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL52SUR#98B-70 PORVENIR RESERVADO 2  Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL49SUR#93D-39 PORVENIR RESERVADO 6 Bogota Colombia
BOSA;CONJUNTO CERRADO;CL81SUR#96-24 CONJUNTO RESIDENCIAL SAUCO Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR88#54C-71SUR TANGARA ETAPA 2 Bogota Colombia
BOSA;PROYECTO;KR97#50B-62SURADADAD  TERRANOVA Bogota Colombia
BOSA;AGRUPACIÓN;KR98B#73-15SUR AGRUPACION VILLAS DE VIZCAYA 9 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;AC77SUR#80J-45 PARQUE FLAMENCOS I Bogota Colombia
BOSA;propiedad;CL54CSUR#100-75  VILLAS DEL PORVENIR I Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR95A#54F-02SUR MANZANA 52 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR78K#73B-48SUR ALAMEDA DEL PARQUE SM 1 SL 3 ET 4 Bogota Colombia
BOSA;CONJUNTO MULTIFAMILIAR RESIDENCIAL;CL55SUR#82B-91 CONJUNTO CAMINO DE LAS AMERICAS Bogota Colombia
BOSA;APARTAMENTOS;CL69S#102C-24 CIUDADELA LIBERTAD II ETAPA Bogota Colombia
BOSA;AGRUPACIÓN DE VIVIENDA;DG49SUR#85-79 MADEIRO II Bogota Colombia
BOSA;AGRUPACIÓN;KR98B#72-25SUR ANDALUCIA Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL CERRADO;CL56F#103-50SUR CONJUNTO RESIDENCIAL BICENTENARIO ETAPA 1 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL88SUR#88C-90 PARQUES DE BOGOTA GUAYACAN Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL54FSUR#94-21 PORVENIR RESERVADO 12 Bogota Colombia
BOSA;PROYECTO;KR92#74-46SUR OKAPI I Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR85#59B-10SUR EL VERDERON 2 LOTE A Bogota Colombia
BOSA;CONDOMINIO;CL49SUR#93D-91 BRISAS DE BOSA MANZANA 22 B Bogota Colombia
BOSA;CONJUNTO;CL72SUR#95-17 DE USO MIXTO SENDEROS DEL RECREO 1 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL50SUR#97C-23 PORVENIR RESERVADO CASAS II Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL54FSUR#93C-45 CONJUNTO CONDADOS DEL PORVENIR Bogota Colombia
BOSA;AGRUPACIÓN RESIDENCIAL;KR97C#72-51SUR ALAMEDA SANTA MONICA IV Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL54CSUR#100-75 VILLAS DEL PORVENIR I Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL49CSUR#93D-90 CONDOMINIO  BRISAS DE BOSA MANZANA 22A Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;DG73ASUR#78I-40AD ALAMEDA DEL  PARQUE ETAPA V FRANJA AZUL AGUA MARINA Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL83SUR#91-70 PARQUES DE BOGOTA  ARRAYAN Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR102#69-51SUR RECREO RESERVADO 1 Bogota Colombia
BOSA;AGRUPACIÓN DE VIVIENDA;CL86ASUR#80K-40 PORTALES DE SAN JOSE DE BOSA Bogota Colombia
BOSA;CONJUNTO;CL54CSUR#99A-41 VILLA KAREN II Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR85S#91-91 CONJUNTO RESIDENCIAL VALLE DEL SOL  Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL56FSUR#99D-10 PITAGORAS Bogota Colombia
BOSA;EDIFICIO; CARRERA 95 No. 65-49 SUR  MIRANDA APARTAMENTOS Bogota Colombia
BOSA;PROYECTO;CL74ASUR#92-71  PARQUE RESIDENCIAL NUEVO RECREO ETAPA 3 Bogota Colombia
BOSA;AGRUPACIÓN;KR98#73-85SUR   VILLAS DE VIZCAYA AGRUPACION 7  Bogota Colombia
BOSA;AGRUPACIÓN;CL50SUR#93D-97 LOS CONDOMINIOS III DEL PORVENIR Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;DG73SUR#78I-70AD ALAMEDA DEL PARQUE 11 Bogota Colombia
BOSA;;CL3#3-3 PRUEBA 3 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL54C#98B-06SUR BRISAS DEL CANEY Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL80BisSUR#94-75 PARQUES DE BOGOTA CAOBA Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL65SUR#77M-04 ANDINO Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR88I#52B-34SUR AMERICAS II Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL80BisSUR#91-48 PARQUES DE BOGOTA NOGAL Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR94SUR#87-35 PARQUES DE BOGOTA BUGANVILLA Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL54CSUR#98B-05 SENDEROS DE PAZ MANZANA 65 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL80BisSUR#94-80 PARQUES DE BOGOTA AVELLANA Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL57ASUR#93C-51 CASA BELLA Bogota Colombia
BOSA;PROYECTO;KR98#54D-18SUR CAMINOS DEL PORVENIR VII Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL80BisSUR#91-90 SENDEROS DE CAMPO VERDE Bogota Colombia
BOSA;AGRUPACIÓN;CL65SUR#93D-46 ALICANTE 2 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL74SUR#83A-45 ALAMEDA DEL PARQUE SUPERMANZANA 2 SUPERLOTE 3 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL80SUR#78G-85 CAMINOS DE SAN DIEGO 6 Bogota Colombia
BOSA;AGRUPACIÓN;CL56FSUR#93C-51 EL JARDIN Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL86SUR#77L-49 SAN DIEGO RESERVADO Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR87C#69A-43 SUR RESERVA DE SIENNA II LOTE DOS VIS Bogota Colombia
BOSA;MULTIFAMILIAR;CL54CSUR#98-10 LA FORTALEZA MANZANA 57 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL52SUR#97C-20  PORVENIR RESERVADO 3 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL87SUR#92-25 PASEO DEL SOL MANZANA 13 A ETAPA 6 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR96#85-25SUR PARQUES DE BOGOTA MANZANO Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR105#71-41SUR CEREZOS DEL RECREO Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL85SUR#91-85 MANANTIAL DEL SOL Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL83SUR#91-48 PARQUES DE BOGOTA CEREZO Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR92A#51-70SUR ENTREPARQUES 29 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL51SUR#88I-26 EL SOLAR DE BOSA NOVA Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL74SUR#78-01 ALAMEDA DEL PARQUE SUPERMANZANA 2 SUPERLOTE 1 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL57FSUR#92A-29 PORTAL DEL PORVENIR ETAPA 3 Bogota Colombia
BOSA;PROYECTO;KR100#56F-15SUR  CAMINOS DEL PORVENIR V Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL54CSUR#88I-65 TANGARA ETAPA 1 Bogota Colombia
BOSA;AGRUPACIÓN RESIDENCIAL;CL54CSUR#86B-21 CHICALA MANZANA E TIERRA TAYRONA III Bogota Colombia
BOSA;CONJUNTO MULTIFAMILIAR;KR80K#84C-14SUR ALTOS DE SAN BERNO Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL; KR78A#84B-55 SUR  CAMINOS DE SAN DIEGO 2 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL54CSUR#95A-18 PORVENIR RESERVADO 10 Bogota Colombia
BOSA;AGRUPACIÓN;KR64B#55A-40SUR  NUMERO UNO (1) DE LA MANZANA SETENTA Y CINCO (75) DE LA URBANIZACION “VILLA DEL RIO” Bogota Colombia
BOSA;AGRUPACIÓN;KR103#74-74SUR VILLAS DE VIZCAYA 5 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL85SUR#92-85 PARQUES DE BOGOTA EUCALIPTO Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL87SUR # 91-85  PARQUES DE BOGOTÁ CAMPANO Bogota Colombia
BOSA;CONJUNTO CERRADO;CL71SUR#99A-50  CONDADOS DE LA SABANA II Bogota Colombia
BOSA;EDIFICIO; Calle 65 sur # 79C-04 COMERCIAL BOSA Bogota Colombia
BOSA;AGRUPACIÓN DE VIVIENDA;CL76SUR#80N-25 VEGAS DE MARYLAND ETAPA III Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL81S#96-24  PARQUES DE BOGOTA SAUCO Bogota Colombia
BOSA;EDIFICIO;KR77G#60-45SUR MULTICENTRO LA ESTACION Bogota Colombia
BOSA;AGRUPACIÓN;CL52SUR#93D-26  LOS CONDOMINIOS I DEL PORVENIR Bogota Colombia
BOSA;CONJUNTO;Calle72SUR#95A-35  LOS CONDOMINIOS I DEL RECREO Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR93#54-50SUR VALENTI 1A ETAPA  Bogota Colombia
BOSA;AGRUPACIÓN RESIDENCIAL;KR97C#71-47SUR ALAMEDA SANTA MONICA III Bogota Colombia
BOSA;PROYECTO;AC57RSUR#69A-30 VILLA DEL RIO RESERVADO Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL77SUR#81-80 PARQUE FLAMENCOS II Bogota Colombia
BOSA;PROYECTO;CL83SUR#91-35 RESERVA DE CAMPO VERDE Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL57BSUR#62-70  AGRUPACION DOS(2) MANZANA SETENTA Y UNO (71) VILLA DEL RIO Bogota Colombia
BOSA;AGRUPACIÓN;CL61ASUR#100A-73 LA ALAMEDA DEL RÍO AGRUPACIÓN 9 Bogota Colombia
BOSA;AGRUPACIÓN; KR103#74-53 SUR VILLAS DE VIZCAYA AGRUPACION 2 Bogota Colombia
BOSA;CONJUNTO CERRADO;CL71AS#83B-85CJ   ALAMEDA DEL OTONO  Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL80SUR#78C-15 CAMINOS DE SAN DIEGO 5 Bogota Colombia
BOSA;PROYECTO;KR92#74-66SUR  OKAPI II Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL83SUR#94-21 PARQUES DE BOGOTA CEDRO  Bogota Colombia
BOSA;AGRUPACIÓN;CL65SUR#94A-48SUR  ALICANTE 1 Bogota Colombia
BOSA;PARQUE RESIDENCIAL;KR72#57B-85SUR SURBANA VI ETAPA Bogota Colombia
BOSA;PROYECTO;CL56FSUR#106-22 PARQUES DEL PORVENIR Bogota Colombia
BOSA;CONJUNTO CERRADO;CL57HSUR#68D-56  SENDEROS DE MADELENA I Bogota Colombia
BOSA;CONJUNTO CERRADO;CL71ASUR#83-20 PARQUE PRIMAVERAL Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL64SUR#85B-40 MARSELLA Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;DG73SUR#78I-41 ALAMEDA DEL PARQUE ETAPA 6 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL59SUR#93C-46 PORTAL DEL PORVENIR Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL74ASUR#78D-03  ALAMEDA DEL PARQUE SUPERMANZANA 1 SUPERLOTE 3 Bogota Colombia
BOSA;CONJUNTO;CL74ASUR#78D-31  DE USO MIXTO ALAMEDA DEL PARQUE-SUPERMANZANA 1-SUPERLOTE 2 Bogota Colombia
BOSA;CONDOMINIO;CALLE49CSUR#93D-90 CONDOMINIO BRISAS DE BOSA MANZANA 22 A Bogota Colombia
BOSA;AGRUPACIÓN DE VIVIENDA;AC93D#69-40SUR RENACER Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL; CL50 SUR# 98B -67 PORVENIR RESERVADO CASAS 1 Bogota Colombia
BOSA;CONJUNTO;CL54CSUR#97-20 SENDEROS DEL PORVENIR III Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR94#83-50SUR PARQUES DE BOGOTA SAUCE Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL77SUR#80H-20 PARQUE TUPARRO I Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL59SUR#92A-28 PORTAL DEL PORVENIR ETAPA 2 Bogota Colombia
BOSA;AGRUPACIÓN;KR104ABis#61A-59SUR   LA ALAMEDA DEL RIO AGRUPACION 2  Bogota Colombia
BOSA;AGRUPACIÓN;CL54CSUR#100-24 TORRES DEL PORVENIR Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL83SUR#94-89 PARQUES DE BOGOTA ROBLE Bogota Colombia
BOSA;PROYECTO;CL55SUR#102A-08AD CAMINOS DEL PORVENIR III Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR81#75-11SUR PARQUE MACARENA I Bogota Colombia
BOSA;CONJUNTO;KR95#72-47SUR SENDEROS DEL RECREO II Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR78A#85D-15SUR CAMINOS DE SAN DIEGO 1 Bogota Colombia
BOSA;AGRUPACIÓN DE VIVIENDA; CARRERA 93D NO. 65 42 SUR NUEVA CIUDAD ETAPA I Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR92SUR#72-41 LOS CEREZOS DEL RECREO SEGUNDA ETAPA Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR78#84-54 CAMINOS DE SAN DIEGO 7 Bogota Colombia
BOSA;CONJUNTO PARQUE RESIDENCIAL;CL88C#62-65SUR BOSA NUEVA ETAPA 1 Bogota Colombia
BOSA;CONJUNTO CERRADO;CL71SUR#98B-50  CONDADOS DE LA SABANA UNO Bogota Colombia
BOSA;AGRUPACIÓN RESIDENCIAL;CL50BSUR#93D-38 DIEGO JARAMILLO Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR86B#53-98SUR MULTIFAMILIARES TAYRONA MANZANA D Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR89BisA#59C-15SUR ATALAY DEL RECREO  Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL57ASUR#92A-51 PUERTA DEL PORVENIR Bogota Colombia
BOSA;AGRUPACIÓN RESIDENCIAL;KR98B#69-49SUR  ALAMEDA SANTA MONICA. Bogota Colombia
BOSA;CONJUNTO;CL71SUR#94A-48 TEKOA II Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL52SUR#97-68 PORVENIR RESERVADO 4 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL56FSUR#94A-20 PORVENIR RESERVADO 11 Bogota Colombia
BOSA;PROYECTO;CL53CSUR#87B-05 RESERVA TAYRONA Bogota Colombia
BOSA;AGRUPACIÓN DE VIVIENDA;KR84A#69-42SUR NUEVA CIUDAD 3 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR93D#71-49SUR QUINTAS DE RECREO Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL69SUR#95A-45 ALAMEDA DEL RECREO Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR86B#53-22SUR MULTIFAMILIARES TAYRONA MANZANA C Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;KR88C#54C-29SUR FAISANES Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL59C#87K-64SUR FAISANES RESERVADO  Bogota Colombia
BOSA;AGRUPACIÓN;KR100A#73-90SURAG6 VILLAS DE VIZCAYA 6 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL49SUR#87A-51 AMERICAS 1 Bogota Colombia
BOSA;AGRUPACIÓN;KR98B#73-15SUR VILLAS DE VIZCAYA AGRUPACION 9 Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL87SUR#92-25 PUERTA DEL SOL Bogota Colombia
BOSA;PROYECTO; CL 56 SUR 81J 40 BOSQUE TAYRONA Bogota Colombia
BOSA;CONJUNTO RESIDENCIAL;CL55SUR#98C-20 EL BICENTENARIO IV ETAPA Bogota Colombia
